		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
100111000  213  239  238  211  211  261  268  233 17.817848 0.022634 SUCCESS  79
101000000  222  221  255  245  240  226  240  222  8.453747 0.390447 SUCCESS  80
101000100  270  250  238  261  234  240  245  251  5.058055 0.751353 SUCCESS  81
101001000  244  211  256  223  234  237  218  250 10.824164 0.211863 SUCCESS  82
101001100  244  249  232  235  215  232  225  255  7.343739 0.500040 SUCCESS  83
101010000  241  250  257  247  241  245  246  253  1.318134 0.995332 SUCCESS  84
101010100  242  245  245  268  222  233  233  263  7.072592 0.528821 SUCCESS  85
101011000  246  223  218  251  266  240  264  245  8.773615 0.361752 SUCCESS  86
101011100  220  229  236  220  260  240  271  237 10.595384 0.225696 SUCCESS  87
101100000  266  248  206  251  214  256  257  231 14.323654 0.073710 SUCCESS  88
101100100  265  274  239  219  237  253  242  243  8.986508 0.343435 SUCCESS  89
101101000  226  251  258  245  265  206  263  242 11.943704 0.153733 SUCCESS  90
101101100  278  266  269  253  266  253  264  255 14.379790 0.072388 SUCCESS  91
101110000  215  246  277  235  245  228  266  226 13.064304 0.109656 SUCCESS  92
101110100  238  246  233  235  257  263  247  249  3.398339 0.906935 SUCCESS  93
101111000  250  239  235  258  257  240  239  246  2.326462 0.969333 SUCCESS  94
101111100  267  213  233  267  270  280  234  237 18.001084 0.021218 SUCCESS  95
110000000  245  258  249  258  247  237  241  216  5.377924 0.716524 SUCCESS  96
110000010  260  253  238  250  234  247  290  250 11.238299 0.188559 SUCCESS  97
110000100  241  249  266  231  256  253  246  243  3.850604 0.870345 SUCCESS  98
110001000  241  257  235  238  241  240  225  225  4.468099 0.812616 SUCCESS  99
110001010  271  225  271  242  254  253  223  226 11.718102 0.164232 SUCCESS 100
110010000  253  255  239  224  247  256  260  270  7.198633 0.515361 SUCCESS 101
110010010  260  224  226  242  261  255  272  245  9.197283 0.325928 SUCCESS 102
110010100  237  208  237  231  237  252  260  251  8.434682 0.392200 SUCCESS 103
110011000  243  219  217  212  239  223  221  244 14.436985 0.071063 SUCCESS 104
110011010  254  250  226  257  264  255  258  242  5.662840 0.684940 SUCCESS 105
110100000  228  245  249  258  235  246  236  227  3.910977 0.865065 SUCCESS 106
110100010  297  235  248  216  242  233  273  213 23.792613 0.002483 FAILURE 107
110100100  242  232  252  236  252  224  228  240  4.336762 0.825534 SUCCESS 108
110101000  224  244  243  238  236  237  255  225  4.425732 0.816817 SUCCESS 109
110101010  236  242  246  274  242  233  234  245  5.076061 0.749417 SUCCESS 110
110101100  248  219  222  256  257  247  270  265 10.829460 0.211551 SUCCESS 111
110110000  272  270  229  238  233  237  247  256  8.628509 0.374596 SUCCESS 112
110110010  257  272  250  219  242  244  245  239  6.948670 0.542181 SUCCESS 113
110110100  241  264  237  249  245  226  248  259  4.426791 0.816712 SUCCESS 114
110111000  248  251  283  241  244  231  262  254  9.204697 0.325324 SUCCESS 115
110111010  223  261  221  227  252  232  265  239  9.448305 0.305899 SUCCESS 116
110111100  246  263  235  266  255  265  240  258  7.139320 0.521679 SUCCESS 117
111000000  240  227  256  252  251  235  230  213  7.677377 0.465602 SUCCESS 118
111000010  246  281  266  238  260  262  237  240 10.670585 0.221072 SUCCESS 119
111000100  249  272  233  226  228  233  243  233  7.464484 0.487444 SUCCESS 120
111000110  220  243  251  237  230  237  264  232  6.243264 0.620003 SUCCESS 121
111001000  245  251  239  245  257  231  252  251  2.213131 0.973771 SUCCESS 122
111001010  225  230  219  254  235  257  260  247  7.640306 0.469371 SUCCESS 123
111001100  229  204  236  251  270  254  236  233 12.323946 0.137325 SUCCESS 124
111010000  228  264  254  258  257  273  235  248  8.654989 0.372231 SUCCESS 125
111010010  252  229  237  210  263  235  210  235 13.529278 0.094890 SUCCESS 126
111010100  233  203  238  256  196  255  274  216 25.891883 0.001096 FAILURE 127
111010110  242  235  226  248  253  238  269  258  5.757106 0.674418 SUCCESS 128
111011000  237  225  218  220  231  207  213  274 21.576834 0.005763 FAILURE 129
111011010  268  217  233  267  279  252  258  245 14.507949 0.069449 SUCCESS 130
111011100  249  222  265  242  258  211  242  256 10.120877 0.256644 SUCCESS 131
111100000  268  247  259  253  236  253  229  238  5.462657 0.707174 SUCCESS 132
111100010  251  243  226  237  233  265  233  229  5.676609 0.683404 SUCCESS 133
111100100  248  268  233  252  256  249  250  253  4.443738 0.815035 SUCCESS 134
111100110  252  227  226  256  260  265  228  248  7.573578 0.476191 SUCCESS 135
111101000  232  240  256  239  250  264  260  247  4.326170 0.826562 SUCCESS 136
111101010  221  254  268  265  200  243  261  245 16.403859 0.036951 SUCCESS 137
111101100  277  234  240  205  236  222  219  260 17.666387 0.023872 SUCCESS 138
111101110  223  250  249  240  255  201  243  240 10.667407 0.221266 SUCCESS 139
111110000  255  261  263  265  243  272  235  221 10.978803 0.202903 SUCCESS 140
111110010  241  249  216  249  242  269  228  245  7.339502 0.500485 SUCCESS 141
111110100  237  240  269  242  257  240  244  234  4.136579 0.844595 SUCCESS 142
111110110  258  235  240  224  270  227  232  243  7.663608 0.467000 SUCCESS 143
111111000  238  253  263  254  240  261  240  236  4.045491 0.852996 SUCCESS 144
111111010  223  238  271  244  247  248  250  245  5.357800 0.718738 SUCCESS 145
111111100  235  262  253  242  232  266  241  249  4.851518 0.773322 SUCCESS 146
111111110  256  244  260  233  247  277  238  244  6.962439 0.540691 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  239  251  251  271  269  248  243  255  6.763315 0.562371 SUCCESS   0
000000011  247  277  245  250  268  264  245  268 11.270074 0.186861 SUCCESS   1
000000101  279  234  252  257  248  273  248  243 10.217261 0.250107 SUCCESS   2
000000111  214  251  255  255  256  246  240  263  7.241000 0.510868 SUCCESS   3
000001001  246  216  258  267  230  225  245  263 10.306231 0.244187 SUCCESS   4
000001011  243  232  247  252  251  253  244  253  1.793700 0.986696 SUCCESS   5
000001101  231  256  228  228  228  275  250  248  8.880591 0.352469 SUCCESS   6
000001111  228  259  250  247  250  258  237  246  3.412109 0.905903 SUCCESS   7
000010001  250  242  232  261  241  267  234  237  4.902358 0.767960 SUCCESS   8
000010011  256  239  284  245  257  250  254  244  8.710065 0.367342 SUCCESS   9
000010101  265  241  237  249  259  249  253  255  4.076207 0.850183 SUCCESS  10
000010111  242  223  259  240  229  224  250  253  6.084389 0.637780 SUCCESS  11
000011001  265  225  266  242  260  236  246  224  8.520474 0.384346 SUCCESS  12
000011011  256  240  230  264  233  268  250  234  6.708238 0.568414 SUCCESS  13
000011101  219  242  275  253  271  247  220  242 12.645932 0.124627 SUCCESS  14
000011111  258  243  257  248  269  249  241  209  9.577524 0.295938 SUCCESS  15
000100011  244  228  230  251  227  257  235  227  5.687201 0.682223 SUCCESS  16
000100101  248  219  229  236  237  238  249  250  4.607909 0.798543 SUCCESS  17
000100111  253  237  249  252  265  260  245  208  9.358276 0.312979 SUCCESS  18
000101001  242  278  246  241  219  274  265  245 13.242244 0.103782 SUCCESS  19
000101011  263  257  217  259  238  247  243  286 13.894691 0.084552 SUCCESS  20
000101101  262  249  281  242  243  262  245  255  9.097721 0.334120 SUCCESS  21
000101111  252  226  271  232  229  230  250  237  7.513206 0.482403 SUCCESS  22
000110011  268  233  252  237  254  236  242  252  4.391839 0.820154 SUCCESS  23
000110101  249  254  262  221  245  251  263  271  8.906011 0.350287 SUCCESS  24
000110111  249  235  227  264  248  245  227  230  5.524089 0.700370 SUCCESS  25
000111001  235  250  253  254  225  205  244  232  9.903747 0.271847 SUCCESS  26
000111011  247  259  256  250  274  228  234  251  7.233586 0.511653 SUCCESS  27
000111101  230  250  193  225  248  237  238  257 14.754735 0.064094 SUCCESS  28
000111111  241  255  238  250  267  236  240  224  5.132197 0.743358 SUCCESS  29
001000011  270  233  243  241  262  243  272  226  9.450424 0.305734 SUCCESS  30
001000101  250  255  238  239  229  260  256  237  3.766930 0.877516 SUCCESS  31
001000111  232  234  233  246  211  219  221  229 12.154479 0.144443 SUCCESS  32
001001011  254  206  253  230  227  248  248  269 11.741403 0.163120 SUCCESS  33
001001101  265  249  274  242  239  244  249  253  6.293045 0.614443 SUCCESS  34
001001111  265  254  243  238  252  241  237  227  4.185301 0.840030 SUCCESS  35
001010011  239  244  227  251  214  261  274  232 11.009518 0.201160 SUCCESS  36
001010101  245  259  243  217  230  231  268  211 12.702068 0.122520 SUCCESS  37
001010111  274  269  226  246  218  190  229  273 27.614090 0.000553 FAILURE  38
001011011  234  239  273  237  232  245  241  250  5.106777 0.746105 SUCCESS  39
001011101  223  241  265  232  251  256  241  233  5.764520 0.673590 SUCCESS  40
001011111  237  224  247  260  240  238  245  229  4.237200 0.835113 SUCCESS  41
001100101  244  235  236  269  237  268  208  223 13.303676 0.101819 SUCCESS  42
001100111  260  229  222  241  231  242  241  244  4.942606 0.763693 SUCCESS  43
001101011  248  256  250  253  245  235  269  278  8.980153 0.343973 SUCCESS  44
001101101  248  266  253  242  265  257  261  241  6.240086 0.620358 SUCCESS  45
001101111  247  254  244  248  265  257  244  240  3.132488 0.925770 SUCCESS  46
001110101  219  200  251  236  259  241  226  242 13.793011 0.087323 SUCCESS  47
001110111  231  274  254  250  245  208  230  224 13.163865 0.106335 SUCCESS  48
001111011  238  261  198  231  232  243  240  232 12.431981 0.132946 SUCCESS  49
001111101  220  218  239  226  220  250  227  242 10.734135 0.217223 SUCCESS  50
001111111  255  265  241  275  275  249  239  234 11.112258 0.195419 SUCCESS  51
010000011  210  214  271  222  255  247  247  225 16.033151 0.041908 SUCCESS  52
010000111  268  236  257  239  261  241  263  218  9.157034 0.329223 SUCCESS  53
010001011  237  235  265  235  235  255  265  248  5.530444 0.699665 SUCCESS  54
010001111  215  258  209  241  251  236  244  213 14.262222 0.075182 SUCCESS  55
010010011  230  243  229  272  211  235  270  252 13.212587 0.104741 SUCCESS  56
010010111  249  227  257  244  234  244  257  256  3.779640 0.876438 SUCCESS  57
010011011  288  251  281  224  266  271  278  235 26.134433 0.000996 FAILURE  58
010011111  245  259  268  226  241  237  247  257  5.741218 0.676193 SUCCESS  59
010100011  241  252  248  253  250  273  240  240  4.524235 0.807004 SUCCESS  60
010100111  228  231  240  253  209  225  252  276 13.581178 0.093356 SUCCESS  61
010101011  249  273  259  233  235  239  251  215  9.352980 0.313399 SUCCESS  62
010101111  275  258  237  253  225  212  239  268 13.851265 0.085725 SUCCESS  63
010110011  240  256  233  231  248  249  244  247  2.123102 0.977003 SUCCESS  64
010110111  249  247  250  250  261  227  232  267  5.716858 0.678914 SUCCESS  65
010111011  240  246  274  223  240  227  240  255  7.646661 0.468723 SUCCESS  66
010111111  237  252  231  244  255  251  243  254  2.327521 0.969289 SUCCESS  67
011000111  233  261  212  224  220  244  266  250 12.458460 0.131891 SUCCESS  68
011001111  241  245  225  243  256  241  251  244  2.438734 0.964527 SUCCESS  69
011010111  244  239  257  243  231  246  251  275  5.802650 0.669327 SUCCESS  70
011011111  258  255  239  257  242  255  235  245  3.006447 0.933952 SUCCESS  71
011101111  242  277  251  262  251  220  224  243 10.539248 0.229197 SUCCESS  72
011111111  265  253  234  271  259  241  250  263  8.308641 0.403917 SUCCESS  73
100000000  239  251  251  271  269  248  243  255  6.763315 0.562371 SUCCESS  74
100010000  200  244  249  262  256  247  261  250 11.688445 0.165655 SUCCESS  75
100100000  239  253  272  240  240  243  253  239  4.331466 0.826048 SUCCESS  76
100101000  230  231  227  241  230  254  209  225 10.894069 0.207774 SUCCESS  77
100110000  263  244  232  224  264  248  230  229  7.399875 0.494166 SUCCESS  78
100111000  251  249  244  266  242  246  251  248  2.626206 0.955586 SUCCESS  79
101000000  248  240  236  246  267  236  229  253  4.229786 0.835819 SUCCESS  80
101000100  222  222  215  252  246  242  251  242  8.257801 0.408701 SUCCESS  81
101001000  245  269  248  213  249  240  239  230  7.922045 0.441122 SUCCESS  82
101001100  256  228  218  221  230  252  223  227 11.097429 0.196240 SUCCESS  83
101010000  205  248  283  229  226  240  247  257 16.122121 0.040665 SUCCESS  84
101010100  245  241  234  241  231  241  255  248  1.856191 0.985108 SUCCESS  85
101011000  248  248  257  226  265  253  237  261  5.822774 0.667076 SUCCESS  86
101011100  235  233  243  230  227  235  235  242  3.694906 0.883548 SUCCESS  87
101100000  265  250  243  253  242  263  197  251 13.468906 0.096702 SUCCESS  88
101100100  236  242  251  215  262  257  239  246  6.275039 0.616453 SUCCESS  89
101101000  248  253  235  253  287  268  252  255 12.050680 0.148957 SUCCESS  90
101101100  250  244  267  248  259  258  267  244  6.396843 0.602871 SUCCESS  91
101110000  229  236  253  241  236  226  230  248  4.204366 0.838230 SUCCESS  92
101110100  223  246  223  247  253  237  239  217  7.608531 0.472613 SUCCESS  93
101111000  252  201  246  250  233  239  255  253  9.773470 0.281287 SUCCESS  94
101111100  254  279  242  260  234  215  238  261 12.046444 0.149144 SUCCESS  95
110000000  263  263  231  243  250  278  233  268 11.701155 0.165044 SUCCESS  96
110000010  263  248  251  241  231  224  233  230  5.630006 0.688598 SUCCESS  97
110000100  233  237  224  244  248  249  248  225  4.232964 0.835517 SUCCESS  98
110001000  214  225  263  260  232  262  247  235 10.335888 0.242238 SUCCESS  99
110001010  254  237  262  220  243  238  253  251  5.145966 0.741867 SUCCESS 100
110010000  257  224  289  251  243  230  252  238 12.422448 0.133327 SUCCESS 101
110010010  238  228  228  239  224  244  247  267  6.441328 0.597923 SUCCESS 102
110010100  246  234  240  249  227  258  236  205  9.445128 0.306147 SUCCESS 103
110011000  262  230  237  222  261  237  244  249  6.010247 0.646084 SUCCESS 104
110011010  266  248  257  247  244  248  265  271  7.798122 0.453435 SUCCESS 105
110100000  251  235  245  245  275  247  245  275  8.675113 0.370440 SUCCESS 106
110100010  238  245  235  248  241  255  272  259  5.350386 0.719554 SUCCESS 107
110100100  230  241  229  240  229  259  260  253  5.235995 0.732081 SUCCESS 108
110101000  210  251  267  215  225  243  271  249 15.660324 0.047508 SUCCESS 109
110101010  249  255  250  257  236  249  238  252  2.252320 0.972283 SUCCESS 110
110101100  250  252  259  242  259  244  260  267  5.587639 0.693312 SUCCESS 111
110110000  227  245  259  264  251  261  225  246  6.827924 0.555307 SUCCESS 112
110110010  249  254  262  231  263  258  225  209 11.699037 0.165146 SUCCESS 113
110110100  241  250  241  230  267  252  253  270  6.724126 0.566669 SUCCESS 114
110111000  251  224  249  272  232  230  211  233 11.950059 0.153446 SUCCESS 115
110111010  217  263  251  268  269  238  254  231 11.165216 0.192512 SUCCESS 116
110111100  242  234  242  266  246  248  244  237  2.793555 0.946638 SUCCESS 117
111000000  255  220  233  268  256  250  259  272 10.879241 0.208636 SUCCESS 118
111000010  251  246  243  232  249  244  229  226  3.305133 0.913776 SUCCESS 119
111000100  240  230  229  243  221  239  236  220  7.014338 0.535087 SUCCESS 120
111000110  240  272  225  258  214  230  245  265 12.268869 0.139605 SUCCESS 121
111001000  273  260  285  245  234  237  250  244 12.477525 0.131136 SUCCESS 122
111001010  255  244  249  230  220  213  239  238  8.287457 0.405906 SUCCESS 123
111001100  283  256  262  222  257  224  228  246 13.962478 0.082749 SUCCESS 124
111010000  251  222  245  242  260  249  226  254  5.269889 0.728379 SUCCESS 125
111010010  238  240  236  238  235  265  245  236  3.151553 0.924490 SUCCESS 126
111010100  181  237  250  214  241  239  249  239 21.452912 0.006037 FAILURE 127
111010110  259  246  240  261  242  250  260  275  7.502614 0.483497 SUCCESS 128
111011000  217  233  248  258  239  245  245  251  4.838808 0.774658 SUCCESS 129
111011010  229  235  249  243  275  248  249  244  5.631065 0.688480 SUCCESS 130
111011100  251  229  261  247  241  222  212  224 10.614449 0.224516 SUCCESS 131
111100000  252  243  251  270  243  247  277  239  8.035376 0.430022 SUCCESS 132
111100010  257  232  234  241  231  243  237  211  7.399875 0.494166 SUCCESS 133
111100100  276  256  236  244  242  259  248  232  6.824747 0.555654 SUCCESS 134
111100110  265  254  253  248  276  246  263  252  8.748195 0.363981 SUCCESS 135
111101000  244  233  252  241  258  251  241  242  1.904913 0.983789 SUCCESS 136
111101010  200  252  226  223  217  253  230  254 16.503421 0.035716 SUCCESS 137
111101100  225  232  233  253  244  244  227  226  5.664958 0.684703 SUCCESS 138
111101110  222  248  246  263  240  233  211  222 10.980921 0.202783 SUCCESS 139
111110000  252  241  234  245  242  253  254  249  1.608346 0.990759 SUCCESS 140
111110010  263  255  233  250  225  236  263  246  6.034608 0.643355 SUCCESS 141
111110100  240  244  237  233  229  257  222  244  4.557069 0.803697 SUCCESS 142
111110110  235  230  271  268  282  241  242  241 12.852470 0.117027 SUCCESS 143
111111000  266  267  219  256  246  247  261  221 11.038116 0.199549 SUCCESS 144
111111010  205  241  220  244  226  246  226  253 12.124822 0.145721 SUCCESS 145
111111100  273  258  234  245  267  221  271  230 13.173398 0.106021 SUCCESS 146
111111110  265  253  234  271  259  241  250  263  8.308641 0.403917 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  232  230  251  221  222  249  256  272  9.998013 0.265165 SUCCESS   0
000000011  234  220  256  229  218  226  232  269 11.994544 0.151447 SUCCESS   1
000000101  270  239  254  242  220  234  238  265  8.285339 0.406105 SUCCESS   2
000000111  228  227  220  233  218  230  244  262 10.424858 0.236463 SUCCESS   3
000001001  242  269  229  232  263  259  241  254  7.134024 0.522244 SUCCESS   4
000001011  260  233  270  237  229  235  240  243  6.043081 0.642406 SUCCESS   5
000001101  217  231  248  237  246  258  223  260  7.914630 0.441853 SUCCESS   6
000001111  239  214  238  230  230  233  241  260  7.439064 0.490084 SUCCESS   7
000010001  222  225  228  260  256  227  248  217 10.813572 0.212488 SUCCESS   8
000010011  228  237  214  238  247  257  237  243  6.278216 0.616099 SUCCESS   9
000010101  269  240  251  249  227  241  232  267  7.118136 0.523942 SUCCESS  10
000010111  255  251  239  246  230  234  222  238  4.339940 0.825225 SUCCESS  11
000011001  253  257  249  225  244  217  246  234  6.252796 0.618938 SUCCESS  12
000011011  241  224  231  255  230  249  224  252  5.912804 0.656999 SUCCESS  13
000011101  228  244  235  225  236  250  267  256  6.244323 0.619885 SUCCESS  14
000011111  244  239  234  263  266  235  233  243  4.964848 0.761326 SUCCESS  15
000100011  254  238  237  248  250  225  253  217  5.997537 0.647508 SUCCESS  16
000100101  267  251  220  240  254  248  234  265  7.712329 0.462063 SUCCESS  17
000100111  238  236  223  227  242  251  258  239  4.718062 0.787241 SUCCESS  18
000101001  233  266  233  244  238  242  227  241  4.538004 0.805619 SUCCESS  19
000101011  258  254  266  227  253  229  240  255  6.374601 0.605348 SUCCESS  20
000101101  278  249  256  262  245  266  263  252 10.716129 0.218308 SUCCESS  21
000101111  241  236  258  266  223  215  220  247 11.149329 0.193381 SUCCESS  22
000110011  249  238  250  243  234  224  250  248  2.771312 0.947879 SUCCESS  23
000110101  244  276  250  261  214  234  245  270 12.776210 0.119785 SUCCESS  24
000110111  242  233  246  227  265  223  242  241  5.598231 0.692134 SUCCESS  25
000111001  250  218  222  240  240  242  230  247  6.155353 0.629835 SUCCESS  26
000111011  242  252  258  231  273  254  274  238  9.713097 0.285743 SUCCESS  27
000111101  230  244  235  225  219  248  255  270  8.823396 0.357413 SUCCESS  28
000111111  219  245  251  233  240  240  237  223  5.652248 0.686120 SUCCESS  29
001000011  235  263  261  262  243  249  243  244  4.533767 0.806045 SUCCESS  30
001000101  245  249  255  248  264  255  253  232  3.799764 0.874722 SUCCESS  31
001000111  231  233  250  239  227  254  250  249  3.414227 0.905744 SUCCESS  32
001001011  259  244  241  247  239  245  236  260  2.475804 0.962850 SUCCESS  33
001001101  249  239  234  235  271  263  233  235  6.445565 0.597452 SUCCESS  34
001001111  210  252  228  233  244  253  245  239  7.270657 0.507732 SUCCESS  35
001010011  264  250  255  248  237  246  217  207 11.570877 0.171402 SUCCESS  36
001010101  232  236  210  234  221  242  233  218 11.971243 0.152492 SUCCESS  37
001010111  248  245  261  241  254  226  241  257  3.863314 0.869240 SUCCESS  38
001011011  268  261  249  279  269  261  247  261 13.944472 0.083224 SUCCESS  39
001011101  252  251  263  249  218  247  246  224  6.730481 0.565971 SUCCESS  40
001011111  237  237  237  265  227  234  214  260  9.080774 0.335528 SUCCESS  41
001100101  252  233  226  243  240  228  263  201 12.746553 0.120873 SUCCESS  42
001100111  246  235  254  241  228  212  268  204 15.532164 0.049587 SUCCESS  43
001101011  269  246  271  239  245  248  214  239  9.830665 0.277113 SUCCESS  44
001101101  247  259  246  253  248  239  271  214  8.400788 0.395330 SUCCESS  45
001101111  245  254  237  244  262  247  220  246  4.500933 0.809340 SUCCESS  46
001110101  247  257  253  225  238  259  234  258  4.966967 0.761101 SUCCESS  47
001110111  252  260  259  211  276  249  261  241 12.569672 0.127539 SUCCESS  48
001111011  237  218  255  229  234  240  278  270 12.781506 0.119592 SUCCESS  49
001111101  237  241  233  261  248  236  256  222  5.001919 0.757371 SUCCESS  50
001111111  221  232  235  231  234  248  251  226  6.061087 0.640389 SUCCESS  51
010000011  232  253  247  236  244  239  224  286 10.527597 0.229929 SUCCESS  52
010000111  232  242  238  272  252  250  265  245  6.351299 0.607945 SUCCESS  53
010001011  278  232  264  254  235  273  238  223 13.505977 0.095586 SUCCESS  54
010001111  216  229  237  225  229  260  234  250  8.702651 0.367997 SUCCESS  55
010010011  227  272  237  245  263  255  244  237  6.978326 0.538973 SUCCESS  56
010010111  232  252  229  257  229  238  225  284 11.971243 0.152492 SUCCESS  57
010011011  259  260  243  246  265  255  230  236  5.497610 0.703305 SUCCESS  58
010011111  231  249  203  237  246  256  240  238  9.054295 0.337736 SUCCESS  59
010100011  235  240  234  220  250  247  236  246  3.800823 0.874632 SUCCESS  60
010100111  237  257  247  233  245  252  223  234  4.067733 0.850961 SUCCESS  61
010101011  209  242  227  232  225  238  254  241  9.274602 0.319663 SUCCESS  62
010101111  249  257  232  226  260  242  227  235  5.499728 0.703070 SUCCESS  63
010110011  245  247  254  260  231  276  262  251  8.107399 0.423050 SUCCESS  64
010110111  264  252  252  284  273  264  235  228 15.595714 0.048546 SUCCESS  65
010111011  238  227  273  264  230  269  259  243 11.016933 0.200742 SUCCESS  66
010111111  243  249  256  256  252  254  248  251  2.240669 0.972730 SUCCESS  67
011000111  273  258  248  235  248  243  235  239  5.297427 0.725365 SUCCESS  68
011001111  244  224  227  241  245  235  279  215 12.102579 0.146685 SUCCESS  69
011010111  273  253  264  247  235  251  217  246  9.259773 0.320858 SUCCESS  70
011011111  258  260  252  242  254  231  240  248  3.443884 0.903501 SUCCESS  71
011101111  240  252  251  237  242  261  285  225 10.603857 0.225171 SUCCESS  72
011111111  248  231  264  262  228  244  239  227  6.276098 0.616335 SUCCESS  73
100000000  232  230  251  221  222  249  256  272  9.998013 0.265165 SUCCESS  74
100010000  238  219  252  228  232  263  211  251 11.178985 0.191762 SUCCESS  75
100100000  240  256  229  223  246  260  262  270  8.802213 0.359255 SUCCESS  76
100101000  221  258  234  217  243  233  274  261 12.150242 0.144625 SUCCESS  77
100110000  261  261  213  268  260  228  268  240 13.588592 0.093139 SUCCESS  78
100111000  235  253  241  248  232  262  224  232  5.106777 0.746105 SUCCESS  79
101000000  262  228  236  219  240  242  274  248  9.345566 0.313988 SUCCESS  80
101000100  252  234  273  223  261  244  255  280 13.280374 0.102560 SUCCESS  81
101001000  223  265  208  237  223  261  238  266 14.764268 0.063894 SUCCESS  82
101001100  285  236  247  270  230  221  253  217 16.791515 0.032355 SUCCESS  83
101010000  281  269  220  263  252  228  254  249 14.235743 0.075824 SUCCESS  84
101010100  263  230  243  260  226  272  268  238 10.685413 0.220169 SUCCESS  85
101011000  249  231  251  240  234  226  250  261  4.281685 0.830857 SUCCESS  86
101011100  226  261  258  241  245  214  210  265 14.083223 0.079622 SUCCESS  87
101100000  235  237  262  246  253  262  226  237  5.230700 0.732658 SUCCESS  88
101100100  285  250  255  254  237  277  282  236 19.290091 0.013383 SUCCESS  89
101101000  248  243  261  261  258  220  248  258  6.642570 0.575641 SUCCESS  90
101101100  234  275  254  248  251  232  261  268  9.394288 0.310133 SUCCESS  91
101110000  246  242  233  252  229  224  225  246  5.070765 0.749987 SUCCESS  92
101110100  260  244  249  232  221  281  204  244 16.638995 0.034096 SUCCESS  93
101111000  226  256  232  235  246  234  262  244  4.767843 0.782077 SUCCESS  94
101111100  259  223  241  245  250  214  245  231  7.596880 0.473804 SUCCESS  95
110000000  238  233  248  241  239  219  219  271  9.308495 0.316944 SUCCESS  96
110000010  253  255  231  250  245  235  222  243  4.146112 0.843706 SUCCESS  97
110000100  208  223  238  265  240  233  227  233 11.788007 0.160916 SUCCESS  98
110001000  245  251  237  240  233  260  221  230  5.193629 0.736695 SUCCESS  99
110001010  233  235  239  258  222  236  239  237  4.483986 0.811033 SUCCESS 100
110010000  254  246  241  243  250  243  265  255  2.973613 0.936003 SUCCESS 101
110010010  275  241  269  248  244  245  229  260  8.805390 0.358978 SUCCESS 102
110010100  222  262  250  227  254  241  229  226  7.631833 0.470234 SUCCESS 103
110011000  257  244  238  254  258  238  274  222  8.104221 0.423356 SUCCESS 104
110011010  269  241  269  253  235  228  214  268 13.332273 0.100917 SUCCESS 105
110100000  254  246  254  217  251  225  215  247  9.337093 0.314662 SUCCESS 106
110100010  263  260  253  217  245  251  245  270  9.071242 0.336322 SUCCESS 107
110100100  237  242  224  234  248  255  243  253  3.288186 0.914993 SUCCESS 108
110101000  286  275  226  229  241  251  255  240 14.643523 0.066459 SUCCESS 109
110101010  240  236  260  258  230  268  289  261 15.233479 0.054761 SUCCESS 110
110101100  238  239  237  227  254  243  257  261  4.055023 0.852125 SUCCESS 111
110110000  223  258  245  252  268  261  227  225  9.385814 0.310801 SUCCESS 112
110110010  251  248  260  248  228  257  253  235  3.885557 0.867298 SUCCESS 113
110110100  260  243  243  249  291  237  256  259 12.238153 0.140890 SUCCESS 114
110111000  276  227  250  234  235  226  219  255 11.047648 0.199014 SUCCESS 115
110111010  252  234  225  250  237  269  214  256  9.671790 0.288822 SUCCESS 116
110111100  244  223  241  251  260  267  260  233  7.009042 0.535657 SUCCESS 117
111000000  247  232  240  236  238  214  236  258  6.108750 0.635052 SUCCESS 118
111000010  210  227  247  267  243  257  250  215 12.875772 0.116196 SUCCESS 119
111000100  236  263  204  244  237  246  223  249 10.831578 0.211426 SUCCESS 120
111000110  255  253  258  237  227  245  228  246  4.227668 0.836020 SUCCESS 121
111001000  239  256  239  245  254  248  251  264  3.173796 0.922982 SUCCESS 122
111001010  203  255  268  247  233  250  231  244 11.516860 0.174097 SUCCESS 123
111001100  263  242  253  239  276  254  236  217 10.088043 0.258901 SUCCESS 124
111010000  248  216  220  236  238  229  227  226  9.922812 0.270485 SUCCESS 125
