		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000101011  241  213  237  240  241  232  253  256  6.028253 0.644067 SUCCESS  20
000101101  231  218  245  258  254  253  247  253  5.555864 0.696843 SUCCESS  21
000101111  243  265  245  241  257  253  228  239  4.145053 0.843805 SUCCESS  22
000110011  236  263  210  209  232  227  260  259 15.820258 0.045026 SUCCESS  23
000110101  262  276  245  244  241  239  256  236  6.691292 0.570276 SUCCESS  24
000110111  257  243  236  269  248  264  239  239  5.568574 0.695431 SUCCESS  25
000111001  254  250  234  248  241  262  242  216  5.822774 0.667076 SUCCESS  26
000111011  237  233  213  236  239  246  227  203 13.657438 0.091143 SUCCESS  27
000111101  261  246  254  255  242  236  237  269  5.270948 0.728263 SUCCESS  28
000111111  264  238  268  232  237  229  245  259  6.995273 0.537143 SUCCESS  29
001000011  245  257  235  271  226  234  275  260 11.050826 0.198836 SUCCESS  30
001000101  243  231  280  224  245  261  244  236  9.393229 0.310217 SUCCESS  31
001000111  230  243  232  249  256  236  244  230  3.296659 0.914386 SUCCESS  32
001001011  202  234  245  246  239  255  246  211 13.246481 0.103646 SUCCESS  33
001001101  211  246  277  224  277  253  251  221 18.336840 0.018838 SUCCESS  34
001001111  238  251  233  228  232  217  266  243  7.757874 0.457472 SUCCESS  35
001010011  259  231  253  246  256  237  233  245  3.355973 0.910076 SUCCESS  36
001010101  265  228  231  238  222  263  247  255  7.955938 0.437786 SUCCESS  37
001010111  277  222  225  238  224  238  237  260 11.518978 0.173990 SUCCESS  38
001011011  267  241  258  280  248  259  265  254 11.786947 0.160966 SUCCESS  39
001011101  234  259  212  250  241  222  231  234  9.169744 0.328180 SUCCESS  40
001011111  197  229  247  268  250  268  236  226 17.060543 0.029485 SUCCESS  41
001100101  239  241  244  243  251  266  243  241  2.432379 0.964810 SUCCESS  42
001100111  244  271  228  215  222  211  251  253 15.012113 0.058910 SUCCESS  43
001101011  268  287  245  223  249  246  241  254 12.667116 0.123828 SUCCESS  44
001101101  251  256  271  249  251  241  277  252  9.041585 0.338800 SUCCESS  45
001101111  242  239  256  259  259  263  242  231  4.861050 0.772319 SUCCESS  46
001110101  241  235  223  265  242  247  215  246  7.793885 0.453859 SUCCESS  47
001110111  228  253  229  225  262  254  241  214  9.607180 0.293686 SUCCESS  48
001111011  243  261  261  217  240  230  251  251  6.853344 0.552535 SUCCESS  49
001111101  241  228  222  261  265  245  232  279 12.048562 0.149050 SUCCESS  50
001111111  245  245  276  243  252  227  252  268  8.499291 0.386276 SUCCESS  51
010000011  238  233  220  231  248  262  235  226  7.040817 0.532235 SUCCESS  52
010000111  250  241  260  261  225  235  255  284 11.601593 0.169884 SUCCESS  53
010001011  227  248  276  240  238  260  236  242  7.208166 0.514349 SUCCESS  54
010001111  237  271  246  229  277  239  266  250 11.122849 0.194835 SUCCESS  55
010010011  233  251  270  241  240  213  245  244  7.782235 0.455026 SUCCESS  56
010010111  211  242  237  233  243  264  251  227  8.528948 0.383576 SUCCESS  57
010011011  236  260  272  249  280  246  227  216 14.801339 0.063125 SUCCESS  58
010011111  246  226  236  252  247  233  242  259  3.465067 0.901884 SUCCESS  59
010100011  227  249  250  223  238  246  244  227  4.796441 0.779095 SUCCESS  60
010100111  257  243  240  262  256  231  228  248  4.625915 0.796708 SUCCESS  61
010101011  256  219  236  241  235  286  238  240 11.605830 0.169676 SUCCESS  62
010101111  258  233  234  239  252  260  235  229  4.538004 0.805619 SUCCESS  63
010110011  239  246  263  230  231  262  276  261 10.075333 0.259778 SUCCESS  64
010110111  278  222  237  248  246  247  254  248  7.740927 0.459178 SUCCESS  65
010111011  258  266  208  223  246  237  223  247 12.418211 0.133497 SUCCESS  66
010111111  229  231  251  273  277  241  211  251 14.900900 0.061101 SUCCESS  67
011000111  259  244  246  241  247  269  242  242  3.688551 0.884074 SUCCESS  68
011001111  229  250  257  232  238  216  248  249  6.115105 0.634340 SUCCESS  69
011010111  276  256  244  203  251  258  244  267 15.300207 0.053564 SUCCESS  70
011011111  252  242  239  259  245  258  246  254  2.577485 0.958020 SUCCESS  71
011101111  232  243  205  239  270  241  226  224 13.210469 0.104810 SUCCESS  72
011111111  253  258  261  256  270  221  226  261 10.653638 0.222107 SUCCESS  73
100000000  224  253  249  230  268  265  244  248  7.320437 0.502487 SUCCESS  74
100010000  225  257  229  253  221  275  251  239 10.170658 0.253252 SUCCESS  75
100100000  245  233  231  231  234  241  261  212  8.041731 0.429404 SUCCESS  76
100101000  254  227  231  238  225  240  227  206 11.566641 0.171612 SUCCESS  77
100110000  245  224  261  238  252  240  250  239  3.676901 0.885035 SUCCESS  78
100111000  214  246  237  244  235  250  256  227  6.413790 0.600985 SUCCESS  79
101000000  248  240  244  223  258  242  231  269  6.212548 0.623437 SUCCESS  80
101000100  253  230  239  230  273  257  264  239  8.155062 0.418472 SUCCESS  81
101001000  257  259  245  273  237  244  247  280 10.878182 0.208698 SUCCESS  82
101001100  259  232  262  252  258  243  247  257  4.735009 0.785487 SUCCESS  83
101010000  245  229  236  255  260  233  225  282 10.972448 0.203265 SUCCESS  84
101010100  254  230  238  254  229  232  221  251  5.888443 0.659726 SUCCESS  85
101011000  241  256  246  243  245  222  227  240  4.050787 0.852512 SUCCESS  86
101011100  246  231  266  233  220  237  237  253  6.526062 0.588518 SUCCESS  87
101100000  249  239  254  225  244  231  240  263  4.486105 0.810822 SUCCESS  88
101100100  235  248  243  223  223  238  241  235  4.756192 0.783288 SUCCESS  89
101101000  269  249  243  243  260  252  273  248  7.659371 0.467431 SUCCESS  90
101101100  254  256  272  247  251  243  234  233  5.501846 0.702835 SUCCESS  91
101110000  216  253  254  246  247  271  260  240  8.347830 0.400251 SUCCESS  92
101110100  231  249  233  238  223  248  249  250  3.715031 0.881876 SUCCESS  93
101111000  272  254  211  235  243  249  219  254 11.900278 0.155709 SUCCESS  94
101111100  245  207  227  229  241  248  250  209 13.532456 0.094796 SUCCESS  95
110000000  218  270  255  238  258  226  250  251  8.942023 0.347210 SUCCESS  96
110000010  242  222  252  237  246  263  259  251  5.232818 0.732427 SUCCESS  97
110000100  229  207  254  243  264  247  251  202 16.653823 0.033923 SUCCESS  98
110001000  226  241  233  240  211  246  240  249  6.866054 0.551151 SUCCESS  99
110001010  236  250  243  230  225  242  250  254  3.404694 0.906459 SUCCESS 100
110010000  249  216  256  241  220  225  258  223 10.812513 0.212550 SUCCESS 101
110010010  257  244  226  222  233  240  221  234  7.464484 0.487444 SUCCESS 102
110010100  267  232  224  235  251  249  220  214 11.520037 0.173937 SUCCESS 103
110011000  237  224  227  239  248  265  229  253  6.497464 0.591689 SUCCESS 104
110011010  248  264  264  210  261  237  230  255 11.112258 0.195419 SUCCESS 105
110100000  252  265  234  248  243  229  255  236  4.362182 0.823058 SUCCESS 106
110100010  228  230  228  241  267  237  279  266 12.702068 0.122520 SUCCESS 107
110100100  249  266  250  283  225  228  267  293 23.665513 0.002607 FAILURE 108
110101000  232  243  249  234  263  262  229  262  6.349181 0.608181 SUCCESS 109
110101010  245  221  243  257  242  255  212  236  8.148707 0.419081 SUCCESS 110
110101100  259  288  262  240  232  243  234  260 12.649110 0.124507 SUCCESS 111
110110000  247  268  250  237  254  237  256  256  4.634388 0.795842 SUCCESS 112
110110010  232  238  239  234  247  222  245  222  5.513497 0.701544 SUCCESS 113
110110100  257  259  244  246  269  243  266  261  7.515324 0.482185 SUCCESS 114
110111000  234  256  243  246  236  258  261  227  4.596258 0.799727 SUCCESS 115
110111010  252  254  250  260  229  257  263  236  5.350386 0.719554 SUCCESS 116
110111100  263  227  211  245  234  262  206  230 16.195203 0.039670 SUCCESS 117
111000000  233  264  255  242  250  242  218  237  5.990123 0.648338 SUCCESS 118
111000010  223  237  259  252  277  235  235  220 11.056122 0.198539 SUCCESS 119
111000100  230  237  257  223  223  246  263  239  7.179568 0.517389 SUCCESS 120
111000110  252  243  225  252  258  244  244  260  3.963935 0.860363 SUCCESS 121
111001000  245  214  266  232  251  255  261  216 11.757291 0.162366 SUCCESS 122
111001010  277  262  231  232  226  254  220  256 12.153420 0.144489 SUCCESS 123
111001100  248  242  249  245  260  249  236  233  2.159113 0.975741 SUCCESS 124
111010000  246  232  221  243  230  226  236  232  6.048377 0.641813 SUCCESS 125
111010010  235  250  211  240  243  251  265  248  7.335266 0.500929 SUCCESS 126
111010100  233  200  235  284  236  237  241  226 17.790310 0.022855 SUCCESS 127
111010110  259  270  244  240  232  249  255  242  5.089830 0.747933 SUCCESS 128
111011000  249  242  237  237  222  246  244  243  2.644212 0.954667 SUCCESS 129
111011010  282  251  233  253  270  266  217  264 16.790456 0.032367 SUCCESS 130
111011100  229  256  234  228  229  244  275  228  9.212111 0.324720 SUCCESS 131
111100000  236  253  245  248  244  232  228  246  2.419669 0.965372 SUCCESS 132
111100010  241  233  232  218  232  236  234  252  5.679787 0.683050 SUCCESS 133
111100100  254  258  224  234  245  257  275  226  9.515033 0.300726 SUCCESS 134
111100110  246  261  272  243  251  238  228  249  6.080152 0.638254 SUCCESS 135
111101000  234  248  230  244  270  239  251  255  4.992387 0.758390 SUCCESS 136
111101010  245  216  252  269  247  258  232  241  7.753637 0.457898 SUCCESS 137
111101100  214  248  232  231  252  250  271  261  9.936582 0.269505 SUCCESS 138
111101110  229  248  250  265  216  236  258  243  7.477194 0.486127 SUCCESS 139
111110000  221  245  261  254  263  237  242  227  6.874528 0.550229 SUCCESS 140
111110010  240  232  232  206  244  245  239  225  9.140087 0.330617 SUCCESS 141
111110100  241  236  236  231  279  235  257  264  9.212111 0.324720 SUCCESS 142
111110110  245  227  229  235  224  248  244  258  5.162913 0.740030 SUCCESS 143
111111000  248  230  278  275  268  242  227  255 13.986839 0.082109 SUCCESS 144
111111010  256  233  260  243  262  230  257  264  6.769670 0.561675 SUCCESS 145
111111100  243  229  255  259  268  226  227  272 10.754259 0.216016 SUCCESS 146
111111110  253  258  261  256  270  221  226  261 10.653638 0.222107 SUCCESS 147

